DOI,Publication Year,Title,Primary,Countries,Pathogens
10.3201/eid2202.151439,2016,"Detection of Influenza D Virus among Swine and Cattle, Italy",,,
10.3201/eid2202.151332,2016,Bordetella pertussis Strain Lacking Pertactin and Pertussis Toxin,,,
10.3201/eid2202.151349,2016,"Mycoplasma pneumoniae Monoclonal P1 Type 2c Outbreak, Russia, 2013",,,
10.3201/eid2202.151456,2016,"Ebola and Its Control in Liberia, 2014-2015",,,
10.3201/eid2202.151175,2016,Randomized Controlled Trial of Hospital-Based Hygiene and Water Treatment Intervention (CHoBI7) to Reduce Cholera,,,
10.3201/eid2202.150106,2016,Candidatus Coxiella massiliensis Infection,,,
10.3201/eid2202.151183,2016,Blastomyces gilchristii as Cause of Fatal Acute Respiratory Distress Syndrome,,,
10.3201/eid2202.140864,2016,"African Buffalo Movement and Zoonotic Disease Risk across Transfrontier Conservation Areas, Southern Africa",,,
10.3201/eid2202.15-0882,2016,Mediterranean Fin Whales (Balaenoptera physalus) Threatened by Dolphin MorbilliVirus,,,
10.3201/eid2202.150495,2016,"Accuracy of Dengue Reporting by National Surveillance System, Brazil",,,
10.3201eid/2202.151516,2016,"Hemorrhagic Fever with Renal Syndrome, Zibo City, China, 2006-2014",,,
10.3201/eid2202.140747,2016,"Dogs and Opossums Positive for Vaccinia Virus during Outbreak Affecting Cattle and Humans, São Paulo State, Brazil",,,
10.3201/eid2202.151395,2016,Ebola Virus RNA Stability in Human Blood and Urine in West Africa's Environmental Conditions,,,
10.3201/eid2202.151304,2016,"Epidemiology of Epidemic Ebola Virus Disease in Conakry and Surrounding Prefectures, Guinea, 2014-2015",,,
10.3201/eid2202/150469,2016,"Frequency and Distribution of Rickettsiae, Borreliae, and Ehrlichiae Detected in Human-Parasitizing Ticks, Texas, USA",,,
10.3201/eid2202.151358,2016,"Invasive Group A Streptococcus Infection among Children, Rural Kenya",,,
10.3201/eid2202.151250,2016,Prognostic Indicators for Ebola Patient Survival,,,
10.3201/eid2202.151528,2016,"AP92-like Crimean-Congo Hemorrhagic Fever Virus in Hyalomma aegyptium Ticks, Algeria",,,
10.3201/eid2202.151238,2016,"Feasibility of Xpert Ebola Assay in Médecins Sans Frontières Ebola Program, Guinea",,,
10.3201/eid2202.150656,2016,"Association between Landscape Factors and Spatial Patterns of Plasmodium knowlesi Infections in Sabah, Malaysia",,,
10.3201/eid2202.151768,2016,"Louseborne Relapsing Fever among East African Refugees, Italy, 2015",,,
10.3201/eid2202.150967,2016,"Epidemiology of Serotype 1 Invasive Pneumococcal Disease, South Africa, 2003-2013",,,
10.3201/eid2202.150618,2016,"Population Effects of Influenza A(H1N1) Pandemic among Health Plan Members, San Diego, California, USA, October-December 2009",,,
10.3201/eid2202.151301,2016,Importation of Fosfomycin Resistance fosA3 Gene to Europe,,,
10.3201/eid2202.151278,2016,Ebola Virus Persistence in Semen Ex Vivo,,,
10.3201/eid2202.151203,2016,Transdermal Diagnosis of Malaria Using Vapor Nanobubbles,,,
10.3201/eid2202.141762,2016,Anaplasmataceae-Specific PCR for Diagnosis and Therapeutic Guidance for Symptomatic Neoehrlichiosis in Immunocompetent Host,,,
10.3201/eid2202.150688,2016,"Vectorborne Infections, Mali",,,
10.3201/eid2202.150051,2016,"Trematode Fluke Procerovum varium as Cause of Ocular Inflammation in Children, South India",,,
10.3201/eid2202.151416,2016,Uveitis and Systemic Inflammatory Markers in Convalescent Phase of Ebola Virus Disease,,,
10.3201/eid2202.151431,2016,Initial Costs of Ebola Treatment Centers in the United States,,,
10.3201/eid2202.151393,2016,Hospital Preparations for Viral Hemorrhagic Fever Patients and Experience Gained from Admission of an Ebola Patient,,,
10.3201/eid2202.151218,2016,High Prevalence of Borrelia miyamotoi among Adult Blacklegged Ticks from White-Tailed Deer,,,
10.3201/eid2202.151292,2016,Malaria in French Guiana Linked to Illegal Gold Mining,,,
10.3201/eid2202.150369,2016,"Effectiveness of Meningococcal B Vaccine against Endemic Hypervirulent Neisseria meningitidis W Strain, England",,,
10.3201/eid2111.151322,2015,"Liberia—Moving Beyond ""Ebola Free""",,,
10.3201/eid2111.et2111,2015,Etymologia. Ebola,,,
10.3201/eid2202.141732,2016,"Molecular Characterization of Invasive Streptococcus dysgalactiae subsp. equisimilis, Japan",,,
10.3201/eid2201.150425,2016,Epidemiology of Haemophilus ducreyi Infections,,,
10.3201/eid2201.151272,2016,Increased Risk for ESBL-Producing Bacteria from Co-administration of Loperamide and Antimicrobial Drugs for Travelers' Diarrhea,,,
10.3201/eid2201.150771,2016,"Autochthonous Nocardia cerradoensis Infection in Humans, Spain, 2011 and 2014",,,
10.3201/eid2201.151606,2016,"Schistosomiasis Screening of Travelers to Corsica, France",,,
10.3201/eid2201.151305,2016,"Falling Plasmodium knowlesi Malaria Death Rate among Adults despite Rising Incidence, Sabah, Malaysia, 2010-2014",,,
10.3201/eid2201.151580,2016,"Louseborne Relapsing Fever in Young Migrants, Sicily, Italy, July-September 2015",,,
10.3201/eid2201.151383,2016,"Objective Determination of End of MERS Outbreak, South Korea, 2015",,,
10.3201/eid2201.150432,2016,"Surveillance of Bacterial Meningitis, Ethiopia, 2012-2013",,,
10.3201/eid2201.150868,2016,"New Clinical Strain of Neisseria gonorrhoeae with Decreased Susceptibility to Ceftriaxone, Japan",,,
10.3201/eid2201.151053,2016,"Highly Pathogenic Avian Influenza Virus, Midwestern United States",,,
10.3201/eid2201.150972,2016,"Legionnaires' Disease in South Africa, 2012-2014",,,
10.3201/eid2201.150725,2016,"Rift Valley Fever Virus among Wild Ruminants, Etosha National Park, Namibia, 2011",,,
10.3201/eid2201.150736,2016,"Human Papillomavirus Prevalence and Herd Immunity after Introduction of Vaccination Program, Scotland, 2009-2013",,,
10.3201/eid2201.151078,2016,"Factors Related to Fetal Death in Pregnant Women with Cholera, Haiti, 2011-2014",,,
10.3201/2201.151019,2016,"Hemagglutinin Gene Clade 3C.2a Influenza A(H3N2) Viruses, Alachua County, Florida, USA, 2014-15",,,
10.3201/EID2201.141867,2016,"Asymptomatic Lymphogranuloma Venereum in Men who Have Sex with Men, United Kingdom",,,
10.3201/eid2201.151055,2016,"Variations in Spike Glycoprotein Gene of MERS-CoV, South Korea, 2015",,,
10.3201/eid2201.150898,2016,"Anticipated Negative Responses by Students to Possible Ebola Virus Outbreak, Guangzhou, China",,,
10.3201/eid2201.151212,2016,"Ebola Virus Disease Complicated by Late-Onset Encephalitis and Polyarthritis, Sierra Leone",,,
10.3201/eid2201.151293,2016,"Measles Outbreak among Adults, Northeastern China, 2014",,,
10.3201/eid2201.151247,2016,"Decline in Decreased Cephalosporin Susceptibility and Increase in Azithromycin Resistance in Neisseria gonorrhoeae, Canada",,,
10.3201/eid2201.151340,2016,"Risk Factors for Primary Middle East Respiratory Syndrome Coronavirus Illness in Humans, Saudi Arabia, 2014",,,
10.3201/eid2201.151370,2016,"Multifacility Outbreak of Middle East Respiratory Syndrome in Taif, Saudi Arabia",,,
10.3201/eid2201.151384,2016,Multiorgan WU Polyomavirus Infection in Bone Marrow Transplant Recipient,,,
10.3201/eid2201.150791,2016,Human Papillomavirus Vaccination at a Time of Changing Sexual Behavior,,,
10.3201/eid2201.151410,2016,Effectiveness of Ring Vaccination as Control Strategy for Ebola Virus Disease,,,
10.3201/eid2201.151590,2016,"Schistosomiasis Screening of Travelers to Corsica, France",,,
10.3201/eid2201.150139,2016,Waterborne Elizabethkingia meningoseptica in Adult Critical Care,,,
10.3201/eid2201.151308,2016,Azole Resistance of Aspergillus fumigatus in Immunocompromised Patients with Invasive Aspergillosis,,,
10.3201/eid2201.150848,2016,Azole Resistance of Aspergillus fumigatus in Immunocompromised Patients with Invasive Aspergillosis,,,
10.3201/eid2201.150978,2016,"Multiple Fungicide-Driven Alterations in Azole-Resistant Aspergillus fumigatus, Colombia, 2015",,,
10.3201/eid2201.150597,2016,"Outbreak of Panton-Valentine Leukocidin-Associated Methicillin-Susceptible Staphylococcus aureus Infection in a Rugby Team, France, 2010-2011",,,
10.3201/eid2201.151323,2016,"Seroepidemiology of Human Enterovirus 71 Infection among Children, Cambodia",,,
10.3201/eid2201.151397,2016,"Surveillance for Coronaviruses in Bats, Lebanon and Egypt, 2013-2015",,,
10.3201/eid2201.151331,2016,"Increase in Sexually Transmitted Infections among Men Who Have Sex with Men, England, 2014",,,
10.3201/eid2201.150544,2016,"Porcine Epidemic Diarrhea Virus and Discovery of a Recombinant Swine Enteric Coronavirus, Italy",,,
10.3201/eid2201.150843,2016,"Identification of Source of Brucella suis Infection in Human by Using Whole-Genome Sequencing, United States and Tonga",,,
10.3201/eid2201.151330,2016,"Avian Influenza A(H7N9) Virus Infection in 2 Travelers Returning from China to Canada, January 2015",,,
10.3201/eid2201.151298,2016,Severe Community-Acquired Bloodstream Infection with Acinetobacter ursingii in Person who Injects Drugs,,,
10.3201/eid2201.151220,2016,"Rapid Emergence and Clonal Dissemination of CTX-M-15-Producing Salmonella enterica Serotype Virchow, South Korea",,,
10.3201/eid2201.151314,2016,"Widespread Bat White-Nose Syndrome Fungus, Northeastern China",,,
10.3201/eid2110.ac2110,2015,Don't Lay Your Eggs All in One Basket: Brood Parasitism as a Survival Strategy,,,
10.3201/eid2112.150400,2015,Opportunistic Pulmonary Bordetella hinzii Infection after Avian Exposure,,,
10.3201/eid2112.150885,2015,"Increased Number of Human Cases of Influenza Virus A(H5N1) Infection, Egypt, 2014-15",,,
10.3201/eid2112.150804,2015,"Malformations Caused by Shuni Virus in Ruminants, Israel, 2014-2015",,,
10.3201/eid2112.142004,2015,"Methicillin-Resistant Staphylococcus aureus Prevalence among Captive Chimpanzees, Texas, USA, 2012(1)",,,
10.3201/eid2112.150132,2015,"Sindbis and Middelburg Old World Alphaviruses Associated with Neurologic Disease in Horses, South Africa",,,
10.3201/eid2112.151421,2015,"Kinetics of Serologic Responses to MERS Coronavirus Infection in Humans, South Korea",,,
10.3201/eid2112.151324,2015,"Hendra Virus Infection in Dog, Australia, 2013",,,
10.3201/eid2112.141997,2015,"Association of Human Q Fever with Animal Husbandry, Taiwan, 2004-2012",,,
10.3201/eid2112.140659,2015,High Prevalence of Intermediate Leptospira spp. DNA in Febrile Humans from Urban and Rural Ecuador,,,
10.3201/eid2112.150615,2015,"Disseminated Infection Caused by Francisella philomiragia, France, 2014",,,
10.3201/eid2112.141111,2015,"Parainfluenza Virus 5 as Possible Cause of Severe Respiratory Disease in Calves, China",,,
10.3201/eid2112.141167,2015,"Vectorborne Transmission of Leishmania infantum from Hounds, United States",,,
10.3201/eid2112.150501,2015,Zoonotic Leprosy in the Southeastern United States,,,
10.3201/eid2112.150650,2015,"Aquatic Bird Bornavirus 1 in Wild Geese, Denmark",,,
10.3201/eid2112.150360,2015,"NADC30-like Strain of Porcine Reproductive and Respiratory Syndrome Virus, China",,,
10.3201/eid2112.150283,2015,Porcine Deltacoronavirus in Mainland China,,,
10.3201/eid2112.150600,2015,"Tembusu-Related Flavivirus in Ducks, Thailand",,,
10.3201/eid2112.142032,2015,"Oropharyngeal Tularemia Outbreak Associated with Drinking Contaminated Tap Water, Turkey, July-September 2013",,,
10.3201/eid2112.141840,2015,"No Evidence of Gouléako and Herbert Virus Infections in Pigs, Côte d'Ivoire and Ghana",,,
10.3201/eid2112.141303,2015,"Hunter Island Group Phlebovirus in Ticks, Australia",,,
10.3201/eid2112.150621,2015,"Severe Ocular Cowpox in a Human, Finland",,,
10.3201/eid2112.150814,2015,"Pyrethroid and DDT Resistance and Organophosphate Susceptibility among Anopheles spp. Mosquitoes, Western Kenya",,,
10.3201/eid2112.150632,2015,Japanese Macaques (Macaca fuscata) as Natural Reservoir of Bartonella quintana,,,
10.3201/eid2112.151167,2015,"Outbreak of Exanthematous Illness Associated with Zika, Chikungunya, and Dengue Viruses, Salvador, Brazil",,,
10.3201/eid2112.150413,2015,Serologic Evidence of Influenza A (H14) Virus Introduction into North America,,,
10.3201/eid2112.150227,2015,Identifying and Reducing Remaining Stocks of Rinderpest Virus,,,
10.3201/eid2112.150672,2015,"Tickborne Lymphadenopathy Complicated by Acute Myopericarditis, Spain",,,
10.3201/eid2112.151097,2015,Probability of Spirochete Borrelia miyamotoi Transmission from Ticks to Humans,,,
10.3201/eid2112.151132,2015,"Asymptomatic MERS-CoV Infection in Humans Possibly Linked to Infected Dromedaries Imported from Oman to United Arab Emirates, May 2015",,,
10.3201/eid2112.150272,2015,"Porcine Epidemic Diarrhea Virus among Farmed Pigs, Ukraine",,,
10.3201/eid2112.150061,2015,"Onchocerca lupi Nematode in Cat, Portugal",,,
10.3201/eid2112.150002,2015,"Novel Waddlia Intracellular Bacterium in Artibeus intermedius Fruit Bats, Mexico",,,
10.3201/eid2112.141963,2015,"CTX-M-15-Producing Escherichia coli in Dolphin, Portugal",,,
10.3201/eid2112.141711,2015,"Toxoplasma gondii in Wild Red Squirrels, the Netherlands, 2014",,,
10.3201/eid2112.141229,2015,"Influenza A(H6N1) Virus in Dogs, Taiwan",,,
10.3201/eid2112.141249,2015,"Alternative Routes of Zoonotic Vaccinia Virus Transmission, Brazil",,,
10.3201/eid2112.150634,2015,"Water as Source of Francisella tularensis Infection in Humans, Turkey",,,
10.3201/eid2112.150904,2015,"Infection Risk for Persons Exposed to Highly Pathogenic Avian Influenza A H5 Virus-Infected Birds, United States, December 2014-March 2015",,,
10.3201/eid2112.151152,2015,"Replication Capacity of Avian Influenza A(H9N2) Virus in Pet Birds and Mammals, Bangladesh",,,
10.3201/eid2112.151210,2015,"Emerging Rabbit Hemorrhagic Disease Virus 2 (RHDVb), Australia",,,
10.3201/eid2112.150891,2015,"Life-Threatening Sochi Virus Infections, Russia",,,
10.3201/eid2112.150437,2015,"Isolation of Porcine Epidemic Diarrhea Virus during Outbreaks in South Korea, 2013-2014",,,
10.3201/eid2112.150860,2015,"Surveillance for Ebola Virus in Wildlife, Thailand",,,
10.3201/eid2112.150809,2015,"Genetic Characterization of Highly Pathogenic Avian Influenza A(H5N6) Virus, Guangdong, China",,,
10.3201/eid2112.150223,2015,"Spillover of Peste des Petits Ruminants Virus from Domestic to Wild Ruminants in the Serengeti Ecosystem, Tanzania",,,
10.3201/eid2112.150756,2015,"Use of Capture-Recapture to Estimate Underreporting of Ebola Virus Disease, Montserrado County, Liberia",,,
10.3201/eid2112.141099,2015,"Factors Associated with Severe Leptospirosis, Martinique, 2010-2013",,,
10.3201/eid2112.150743,2015,"Human Alveolar Echinococcosis, Czech Republic, 2007-2014",,,
10.3201/eid2112.151232,2015,"Characteristics of Traveler with Middle East Respiratory Syndrome, China, 2015",,,
10.3201/eid2111.141789,2015,Neurologic Disorders in Immunocompetent Patients with Autochthonous Acute Hepatitis E,,,
10.3201/eid2111.141901,2015,"Rotavirus P[8] Infections in Persons with Secretor and Nonsecretor Phenotypes, Tunisia",,,
10.3201/eid2111.151119,2015,Multidrug-Resistant Tuberculosis in Child Successfully Treated with 9-Month Drug Regimen,,,
10.3201/eid2111.150410,2015,"Economic Costs of Measles Outbreak in the Netherlands, 2013-2014",,,
10.3201/eid2111.150764,2015,"Association of Higher MERS-CoV Virus Load with Severe Disease and Death, Saudi Arabia, 2014",,,
10.3201/eid2111.150278,2015,"Histoplasmosis in HIV-Infected Persons, Yaoundé, Cameroon",,,
10.3201/eid2111.151231,2015,"Mortality Risk Factors for Middle East Respiratory Syndrome Outbreak, South Korea, 2015",,,
10.3201/eid2111.150404,2015,"Uncommon Candida Species Fungemia among Cancer Patients, Houston, Texas, USA",,,
10.3201/eid2111.141802,2015,"Use of Whole-Genome Sequencing to Link Burkholderia pseudomallei from Air Sampling to Mediastinal Melioidosis, Australia",,,
10.3201/eid2111.150780,2015,Workplace Safety Concerns among Co-workers of Responder Returning from Ebola-Affected Country,,,
10.3201/eid2111.150750,2015,"Fosfomycin Resistance in Escherichia coli, Pennsylvania, USA",,,
10.3201/eid2111.140780,2015,"Invasive Pneumococcal Disease 3 Years after Introduction of 10-Valent Pneumococcal Conjugate Vaccine, the Netherlands",,,
10.3201/eid2111.150486,2015,"Divergent Gemycircularvirus in HIV-Positive Blood, France",,,
10.3201/eid2111.151016,2015,"Middle East Respiratory Syndrome in 3 Persons, South Korea, 2015",,,
10.3201/eid2111.151197,2015,"Human Infection with Sporolactobacillus laevolacticus, Marseille, France",,,
10.3201/eid2111.150914,2015,"Pneumococcal Infection among Children before Introduction of 13-Valent Pneumococcal Conjugate Vaccine, Cambodia",,,
10.3201/eid2111.150850,2015,"G2P[4]-RotaTeq Reassortant Rotavirus in Vaccinated Child, United States",,,
10.3201/eid2111.150608,2015,"Encephalitis-Associated Human Metapneumovirus Pneumonia in Adult, Australia",,,
10.3201/eid2111.150762,2015,"Sensitivity to Polymyxin B in El Tor Vibrio cholerae O1 Strain, Kolkata, India",,,
10.3201//eid2111.150684,2015,"Contact Tracing Activities during the Ebola Virus Disease Epidemic in Kindia and Faranah, Guinea, 2014",,,
10.3201/eid2111.150548,2015,"Carbapenem-Resistant Enterobacteriaceae in Children, United States, 1999-2012",,,
10.3201/eid2111.141809,2015,"Mycobacterium sherrisii Pulmonary Disease, Burkina Faso",,,
10.3201/eid2111.150271,2015,RmtC and RmtF 16S rRNA Methyltransferase in NDM-1-Producing Pseudomonas aeruginosa,,,
10.3201/eid2111.150813,2015,"Epidemiology of Primary Multidrug-Resistant Tuberculosis, Vladimir Region, Russia",,,
10.3201/eid2111.150546,2015,"Chikungunya Virus as Cause of Febrile Illness Outbreak, Chiapas, Mexico, 2014",,,
10.3201/eid2111.150778,2015,"No Geographic Correlation between Lyme Disease and Death Due to 4 Neurodegenerative Disorders, United States, 2001-2010",,,
10.3201/eid2111.150683,2015,Co-infection with Drug-Susceptible and Reactivated Latent Multidrug-Resistant Mycobacterium tuberculosis,,,
10.3201/eid2111.150304,2015,"Serogroup W Meningitis Outbreak at the Subdistrict Level, Burkina Faso, 2012",,,
10.3201/eid2111.141834,2015,Use of Internet Search Queries to Enhance Surveillance of Foodborne Illness,,,
10.3201/eid2111.141161,2015,"Climatic Influences on Cryptococcus gattii [corrected] Populations, Vancouver Island, Canada, 2002-2004",,,
10.3201/eid2111.150582,2015,"Ebola Virus Outbreak Investigation, Sierra Leone, September 28-November 11, 2014",,,
10.3201/eid2111.141894,2015,Achievements in and Challenges of Tuberculosis Control in South Korea,,,
10.3201/eid2111.150944,2015,"Molecular Epidemiology of Hospital Outbreak of Middle East Respiratory Syndrome, Riyadh, Saudi Arabia, 2014",,,
10.3201/eid2111.150452,2015,"USA300 Methicillin-Resistant Staphylococcus aureus, United States, 2000-2013",,,
10.3201/eid2111.150267,2015,Role of Maternal Antibodies in Infants with Severe Diseases Related to Human Parechovirus Type 3,,,
10.3201/eid2111.142029,2015,"Serotype Changes and Drug Resistance in Invasive Pneumococcal Diseases in Adults after Vaccinations in Children, Japan, 2010-2013",,,
10.3201/eid2111.150497,2015,Maternal Effects of Respiratory Syncytial Virus Infection during Pregnancy,,,
10.3201/eid2111.141950,2015,"Mycotic Infections Acquired outside Areas of Known Endemicity, United States",,,
10.3201/eid2111.150949,2015,"Ebola in West Africa--CDC's Role in Epidemic Detection, Control, and Prevention",,,
10.3201/eid2111.150333,2015,Shigella Infections in Household Contacts of Pediatric Shigellosis Patients in Rural Bangladesh,,,
10.3201/eid2111.150129,2015,"Coccidioidomycosis among Workers Constructing Solar Power Farms, California, USA, 2011-2014",,,
10.3201/eid2110.150249,2015,"Cluster of Cryptococcus neoformans Infections in Intensive Care Unit, Arkansas, USA, 2013",,,
10.3201/eid2110.151125,2015,Zika Virus Transmission from French Polynesia to Brazil,,,
10.3201/eid2110.150004,2015,Invasive Disease Caused by Nontypeable Haemophilus influenzae,,,
10.3201/eid2110.150538,2015,"Electronic Public Health Registry of Extensively Drug-Resistant Organisms, Illinois, USA",,,
10.3201/eid2110.142051,2015,"Risk Factors for Sustained Cholera Transmission, Juba County, South Sudan, 2014",,,
10.3201/eid2110.150516,2015,Pacific Broad Tapeworm Adenocephalus pacificus as a Causative Agent of Globally Reemerging Diphyllobothriosis,,,
10.3201/eid2110.150623,2015,"Effect of Live Poultry Market Closure on Avian Influenza A(H7N9) Virus Activity in Guangzhou, China, 2014",,,
10.3201/eid2110.140633,2015,"Influenza Virus Surveillance in Coordinated Swine Production Systems, United States",,,
10.3201/eid2110.141438,2015,"Spatiotemporal Patterns of Schistosomiasis-Related Deaths, Brazil, 2000-2011",,,
10.3201/eid2110.141660,2015,"Evolutionary and Ecological Characterization of Mayaro Virus Strains Isolated during an Outbreak, Venezuela, 2010",,,
10.3201/eid2110.150748,2015,Association of Necrotizing Wounds Colonized by Maggots with Ignatzschineria-Associated Septicemia,,,
10.3201/eid2110.141914,2015,"Methicillin-Susceptible, Vancomycin-Resistant Staphylococcus aureus, Brazil",,,
10.3201/eid2110.140368,2015,"Novel Paramyxoviruses in Bats from Sub-Saharan Africa, 2007-2012",,,
10.3201/eid2110.141848,2015,"Human Infections with Pseudoterranova cattani Nematodes, Chile",,,
10.3201/eid2110.150881,2015,"Local and International Implications of Schistosomiasis Acquired in Corsica, France",,,
10.3201/eid2110.150679,2015,Transmission Risk from Imported Plasmodium vivax Malaria in the China-Myanmar Border Region,,,
10.3201/eid2110.141657,2015,"Taeniasis among Refugees Living on Thailand-Myanmar Border, 2012",,,
10.3201/eid2110.150847,2015,"Zika Virus Outbreak, Bahia, Brazil",,,
10.3201/eid2110.150815,2015,"Burkholderia pseudomallei Infection in US Traveler Returning from Mexico, 2014",,,
10.3201/eid2110.150702,2015,Vaccine-Derived Polioviruses Not Detected by Global Surveillance Screening Assay,,,
10.3201/eid2110.141928,2015,"Characteristics and Factors Associated with Death among Patients Hospitalized for Severe Fever with Thrombocytopenia Syndrome, South Korea, 2013",,,
10.3201/eid2110.150695,2015,Bloody Diarrhea Associated with Hookworm Infection in Traveler Returning to France from Myanmar,,,
10.3201/eid2110.141961,2015,"Cross-sectional Serosurvey of Crimean-Congo Hemorrhagic Fever Virus IgG in Livestock, India, 2013-2014",,,
10.3201/eid2110.141456,2015,Transmission of Entamoeba nuttalli and Trichuris trichiura from Nonhuman Primates to Humans,,,
10.3201/eid2010.141817,2015,"Alaria alata Mesocercariae among Feral Cats and Badgers, Denmark",,,
10.3201/eid2110.150259,2015,Delayed Disease Progression in Cynomolgus Macaques Infected with Ebola Virus Makona Strain,,,
10.3201/eid2110.150380,2015,"Heartland Virus Neutralizing Antibodies in Vertebrate Wildlife, United States, 2009-2014",,,
10.3201/eid2110.150394,2015,Severe Sepsis Caused by California Serogroup Orthobunyavirus,,,
10.3201/eid2110.141759,2015,"Environmental Factors Related to Fungal Wound Contamination after Combat Trauma in Afghanistan, 2009-2011",,,
10.3201/eid2110.150869,2015,"Schistosomiasis Screening of Travelers from Italy with Possible Exposure in Corsica, France",,,
10.3201/eid2110.150678,2015,"Detection of Mixed Infections with Plasmodium spp. by PCR, India, 2014",,,
10.3201/eid2110.150840,2015,Utility of Oral Swab Sampling for Ebola Virus Detection in Guinea Pig Model,,,
10.3201/eid2110.141825,2015,Possible Role of Rickettsia felis in Acute Febrile Illness among Children in Gabon,,,
10.3201/eid2110.150912,2015,"Decreased Ebola Transmission after Rapid Response to Outbreaks in Remote Areas, Liberia, 2014",,,
10.3201/eid2110.150143,2015,"Human Infection with Ehrlichia muris-like Pathogen, United States, 2007-2013(1)",,,
10.3201/eid2110.141392,2015,Familial Trichostrongylus Infection Misdiagnosed as Acute Fascioliasis,,,
10.3201/eid2110.150126,2015,Haemaphysalis longicornis Ticks as Reservoir and Vector of Severe Fever with Thrombocytopenia Syndrome Virus in China,,,
10.3201/3210.150494,2015,"Public Health Response to Aedes aegypti and Ae. albopictus Mosquitoes Invading California, USA",,,
10.3201/eid2110.141640,2015,"Epidemiology of Lyme Disease, Nova Scotia, Canada, 2002-2013",,,
10.3201/eid2110.150759,2015,Acute Flaccid Paralysis Associated with Novel Enterovirus C105,,,
10.3201/eid2110.150682,2015,Induction of Multidrug Tolerance in Plasmodium falciparum by Extended Artemisinin Pressure,,,
10.3201/eid2108.150423,2015,The Role of Scientific Collections in Scientific Preparedness,,,
10.3201/eid2109.150295,2015,"Encephalitis Surveillance through the Emerging Infections Program, 1997-2010",,,
10.3201/2109.141634,2015,Mycobacterium abscessus Complex Infections in Humans,,,
10.3201/eid2109.150622,2015,"Reemergence and Autochthonous Transmission of Dengue Virus, Eastern China, 2014",,,
10.3201/eid2109.141665,2015,Improving Accuracy of Influenza-Associated Hospitalization Rate Estimates,,,
10.3201/eid2109.150443,2015,Training in Infectious Disease Epidemiology through the Emerging Infections Program Sites,,,
10.3201/eid2109.ET2109,2015,Etymologia: Surveillance,,,
10.3201/eid2109.150570,2015,Effect of Culture-Independent Diagnostic Tests on Future Emerging Infections Program Surveillance,,,
10.3201/eid2109.150512,2015,Emerging Infections Program as Surveillance for Antimicrobial Drug Resistance,,,
10.3201/eid2109.150439,2015,"Chikungunya Virus in Macaques, Malaysia",,,
10.3201/eid2109.150472,2015,Acute Respiratory Infections in Travelers Returning from MERS-CoV-Affected Areas,,,
10.3201/eid2109.141030,2015,Randomness of Dengue Outbreaks on the Equator,,,
10.3201/eid2109.150097,2015,Bifidobacterium breve Sepsis in Child with High-Risk Acute Lymphoblastic Leukemia,,,
10.3201/eid2109.141333,2015,Twenty Years of Active Bacterial Core Surveillance,,,
10.3201/eid2109.150560,2015,"Follow-up of Contacts of Middle East Respiratory Syndrome Coronavirus-Infected Returning Travelers, the Netherlands, 2014",,,
10.3201/eid2109.142026,2015,"Putative Lineage of Novel African Usutu Virus, Central Europe",,,
10.3201/eid2109.150476,2015,"Laboratory Testing for Middle East Respiratory Syndrome Coronavirus, California, USA, 2013-2014",,,
10.3201/eid2109.150300,2015,Fatal Accelerated Cirrhosis after Imported HEV Genotype 4 Infection,,,
10.3201/eid2109.141841,2015,"Monitoring Effect of Human Papillomavirus Vaccines in US Population, Emerging Infections Program, 2008-2012",,,
10.3201/2109.150289,2015,Increase in Lymphadenitis Cases after Shift in BCG Vaccine Strain,,,
10.3201/eid2109.150277,2015,"Socioeconomic Status and Foodborne Pathogens in Connecticut, USA, 2000-2011(1)",,,
10.3201/eid2109.150508,2015,"Evaluating Epidemiology and Improving Surveillance of Infections Associated with Health Care, United States",,,
10.3201/eid2109.150581,2015,"Foodborne Diseases Active Surveillance Network-2 Decades of Achievements, 1996-2015",,,
10.3201/eid2109.141861,2015,"Socioeconomic Disparities and Influenza Hospitalizations, Tennessee, USA",,,
10.3201/eid2109.150275,2015,Emerging Infections Program Efforts to Address Health Equity,,,
10.3201/eid2109.150461,2015,Functional Immune Reconstitution by Interleukin-2 Adjunctive Therapy for HIV/Mycobacterial Co-infection,,,
10.3201/eid2109.150301,2015,TickNET-A Collaborative Public Health Approach to Tickborne Disease Surveillance and Research,,,
10.3201/eid2109.150391,2015,"Measles Reemergence in Ceará, Northeast Brazil, 15 Years after Elimination",,,
10.3201/eid2109.150417,2015,"Incidence of Clinician-Diagnosed Lyme Disease, United States, 2005-2010",,,
10.3201/eid2109.150260,2015,"Filovirus RNA in Fruit Bats, China",,,
10.3201/eid2109.141912,2015,The US Influenza Hospitalization Surveillance Network,,,
10.3201/eid2109.150520,2015,"Corynebacterium bovis Eye Infections, Washington, USA, 2013",,,
10.3201/eid2109.150104,2015,Disseminated Enteroviral Infection Associated with Obinutuzumab,,,
10.3201/eid2109.150635,2015,"Third Wave of Influenza A(H7N9) Virus from Poultry, Guangdong Province, China, 2014-2015",,,
10.3201/eid2109.150023,2015,"Tracking Pertussis and Evaluating Control Measures through Enhanced Pertussis Surveillance, Emerging Infections Program, United States",,,
10.3201/eid2109.150344,2015,"Enhancing Lyme Disease Surveillance by Using Administrative Claims Data, Tennessee, USA",,,
