PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"38666592","Cross-Sectional Study of Q Fever Seroprevalence among Blood Donors, Israel, 2021","Ghanem-Zoubi N, Atiya-Nasagi Y, Stoyanov E, Szwarcwort M, Darawsha B, Paul M, Shinar E.","Emerg Infect Dis. 2024 May;30(5):941-946. doi: 10.3201/eid3005.230645.","Ghanem-Zoubi N","Emerg Infect Dis","2024","2024/04/26","PMC11060453","","10.3201/eid3005.230645"
"38666581","Case Series of Jamestown Canyon Virus Infections with Neurologic Outcomes, Canada, 2011-2016","Meier-Stephenson V, Drebot MA, Dimitrova K, DiQuinzio M, Fonseca K, Forrest D, Hatchette T, Morshed M, Patriquin G, Poliquin G, Saxinger L, Serhir B, Tellier R, Therrien C, Vrbova L, Wood H.","Emerg Infect Dis. 2024 May;30(5):874-881. doi: 10.3201/eid3005.221258.","Meier-Stephenson V","Emerg Infect Dis","2024","2024/04/26","PMC11060468","","10.3201/eid3005.221258"
"38666548","Crimean-Congo Hemorrhagic Fever Virus for Clinicians-Epidemiology, Clinical Manifestations, and Prevention","Frank MG, Weaver G, Raabe V; State of the Clinical Science Working Group of the National Emerging Pathogens Training; Education Center’s Special Pathogens Research Network2; State of the Clinical Science Working Group of the National Emerging Pathogens Training Education Center’s Special Pathogens Research Network.","Emerg Infect Dis. 2024 May;30(5):854-863. doi: 10.3201/eid3005.231647.","Frank MG","Emerg Infect Dis","2024","2024/04/26","PMC11060446","","10.3201/eid3005.231647"
"38573160","Mpox Diagnosis, Behavioral Risk Modification, and Vaccination Uptake among Gay, Bisexual, and Other Men Who Have Sex with Men, United Kingdom, 2022","Ogaz D, Enayat Q, Brown JRG, Phillips D, Wilkie R, Jayes D, Reid D, Hughes G, Mercer CH, Saunders J, Mohammed H; UK Health Security Agency Sexual Health Liaison Group.","Emerg Infect Dis. 2024 May;30(5):916-925. doi: 10.3201/eid3005.230676. Epub 2024 Apr 4.","Ogaz D","Emerg Infect Dis","2024","2024/04/04","PMC11060451","","10.3201/eid3005.230676"
"38561843","Screening for Chlamydia and Gonorrhea in Youth Correctional Facilities, Utah, USA","Wolf C, Clifton J, Sheng X.","Emerg Infect Dis. 2024 Apr;30(13):S62-S67. doi: 10.3201/eid3013.230712.","Wolf C","Emerg Infect Dis","2024","2024/04/02","PMC10986834","","10.3201/eid3013.230712"
"38561638","Correlation of SARS-CoV-2 in Wastewater and Individual Testing Results in a Jail, Atlanta, Georgia, USA","Saber LB, Kennedy SS, Yang Y, Moore KN, Wang Y, Hilton SP, Chang TY, Liu P, Phillips VL, Akiyama MJ, Moe CL, Spaulding AC.","Emerg Infect Dis. 2024 Apr;30(13):S21-S27. doi: 10.3201/eid3013.230775.","Saber LB","Emerg Infect Dis","2024","2024/04/01","PMC10986836","","10.3201/eid3013.230775"
"38561635","Carceral Health is Public Health","Hagan LM, Mosites E, Hughes-Baker L, Butler J.","Emerg Infect Dis. 2024 Apr;30(13):S1-S4. doi: 10.3201/eid3013.240258.","Hagan LM","Emerg Infect Dis","2024","2024/04/01","PMC10986829","","10.3201/eid3013.240258"
"38526371","Ocular Dirofilariasis in Migrant from Sri Lanka, Australia","Cope ED, Gupta N, Koehler AV, Gasser RB, Crowe A.","Emerg Infect Dis. 2024 Apr;30(4):829-830. doi: 10.3201/eid3004.240125.","Cope ED","Emerg Infect Dis","2024","2024/03/25","PMC10977853","","10.3201/eid3004.240125"
"38526329","Autochthonous Ascariasis, Mississippi, USA","Hobbs CV, Rhinewalt JM, Arguello I, Malloch L, Martin L, Poston WM, Byers P, Bradbury RS.","Emerg Infect Dis. 2024 Apr;30(4):821-823. doi: 10.3201/eid3004.240176.","Hobbs CV","Emerg Infect Dis","2024","2024/03/25","PMC10977833","","10.3201/eid3004.240176"
"38526320","Case of Human Orthohantavirus Infection, Michigan, USA, 2021","Goodfellow SM, Nofchissey RA, Arsnoe D, Ye C, Lee S, Park J, Kim WK, Chandran K, Whitmer SLM, Klena JD, Dyal JW, Shoemaker T, Riner D, Stobierski MG, Signs K, Bradfute SB.","Emerg Infect Dis. 2024 Apr;30(4):817-821. doi: 10.3201/eid3004.231138.","Goodfellow SM","Emerg Infect Dis","2024","2024/03/25","PMC10977823","","10.3201/eid3004.231138"
"38526242","Acanthamoeba Infection and Nasal Rinsing, United States, 1994-2022","Haston JC, Serra C, Imada E, Martin E, Ali IKM, Cope JR.","Emerg Infect Dis. 2024 Apr;30(4):783-785. doi: 10.3201/eid3004.231076.","Haston JC","Emerg Infect Dis","2024","2024/03/25","PMC10977821","","10.3201/eid3004.231076"
"38526237","Isolation of Batborne Neglected Zoonotic Agent Issyk-Kul Virus, Italy","Lelli D, Moreno A, Canziani S, Soliani L, Carrera M, Castelli A, Faccin F, Trogu T, Sozzi E, Cavallari GL, Mauri M, Ferrari F, Salogni C, Garbarino C, Chiapponi C, Farioli M, Lavazza A.","Emerg Infect Dis. 2023 Apr;30(4):786-790. doi: 10.3201/eid3004.231186.","Lelli D","Emerg Infect Dis","2023","2024/03/25","PMC10977857","","10.3201/eid3004.231186"
"38526228","Phylogenetic Characterization of Orthohantavirus dobravaense (Dobrava Virus)","Erdin M, Polat C, Smura T, Irmak S, Cetintas O, Cogal M, Colak F, Karatas A, Sozen M, Matur F, Vapalahti O, Sironen T, Oktem IMA.","Emerg Infect Dis. 2024 Apr;30(4):779-782. doi: 10.3201/eid3004.230912.","Erdin M","Emerg Infect Dis","2024","2024/03/25","PMC10977844","","10.3201/eid3004.230912"
"38526190","Prioritizing Mental Health within HIV and Tuberculosis Services in PEPFAR","Fukunaga R, Pierre P, Williams JK, Briceno-Robaugh R, Kalibala S, Peterson M, Moonan PK.","Emerg Infect Dis. 2024 Apr;30(4):1-5. doi: 10.3201/eid3004.231726.","Fukunaga R","Emerg Infect Dis","2024","2024/03/25","PMC10977845","","10.3201/eid3004.231726"
"38526137","Effects of Shock and Vibration on Product Quality during Last-Mile Transportation of Ebola Vaccine under Refrigerated Conditions(1)","Bus-Jacobs L, Lau R, Soethoudt M, Gebbia L, Janssens E, Hermans T.","Emerg Infect Dis. 2024 Apr;30(4):757-760. doi: 10.3201/eid3004.231060.","Bus-Jacobs L","Emerg Infect Dis","2024","2024/03/25","PMC10977826","","10.3201/eid3004.231060"
"38526136","Isolation of Diverse Simian Arteriviruses Causing Hemorrhagic Disease","Shaw TM, Dettle ST, Mejia A, Hayes JM, Simmons HA, Basu P, Kuhn JH, Ramuta MD, Warren CJ, Jahrling PB, O'Connor DH, Huang L, Zaeem M, Seo J, Slukvin II, Brown ME, Bailey AL.","Emerg Infect Dis. 2024 Apr;30(4):721-731. doi: 10.3201/eid3004.231457.","Shaw TM","Emerg Infect Dis","2024","2024/03/25","PMC10977827","","10.3201/eid3004.231457"
"38413241","Chlamydia pneumoniae Upsurge at Tertiary Hospital, Lausanne, Switzerland","Tagini F, Opota O, Greub G.","Emerg Infect Dis. 2024 Apr;30(4):810-812. doi: 10.3201/eid3004.231610. Epub 2024 Feb 27.","Tagini F","Emerg Infect Dis","2024","2024/02/27","PMC10977832","","10.3201/eid3004.231610"
"38407256","Delayed Diagnosis of Locally Acquired Lyme Disease, Central North Carolina, USA","Boyce RM, Pretsch P, Tyrlik K, Schulz A, Giandomenico DA, Barbarin AM, Williams C.","Emerg Infect Dis. 2024 Mar;30(3):564-567. doi: 10.3201/eid3003.231302.","Boyce RM","Emerg Infect Dis","2024","2024/02/26","PMC10902532","","10.3201/eid3003.231302"
"38407249","Potentially Zoonotic Enteric Infections in Gorillas and Chimpanzees, Cameroon and Tanzania","Strahan EK, Witherbee J, Bergl R, Lonsdorf EV, Mwacha D, Mjungu D, Arandjelovic M, Ikfuingei R, Terio K, Travis DA, Gillespie TR.","Emerg Infect Dis. 2024 Mar;30(3):577-580. doi: 10.3201/eid3003.230318.","Strahan EK","Emerg Infect Dis","2024","2024/02/26","PMC10902540","","10.3201/eid3003.230318"
"38407230","Systematic Review of Scales for Measuring Infectious Disease-Related Stigma","Paterson A, Cheyne A, Jones B, Schilling S, Sigfrid L, Stolow J, Moses L, Olliaro P, Rojek A.","Emerg Infect Dis. 2024 Mar;30(3):519-529. doi: 10.3201/eid3003.230934.","Paterson A","Emerg Infect Dis","2024","2024/02/26","PMC10902531","","10.3201/eid3003.230934"
"38407206","Staphylococcus succinus Infective Endocarditis, France","Ruffier d'Epenoux L, Fayoux E, Laurent F, Bémer P, Lecomte R, Le Tourneau T, Guillouzouic A, Corvec S.","Emerg Infect Dis. 2024 Mar;30(3):601-603. doi: 10.3201/eid3003.230986.","Ruffier d'Epenoux L","Emerg Infect Dis","2024","2024/02/26","PMC10902547","","10.3201/eid3003.230986"
"38407173","Recent Changes in Patterns of Mammal Infection with Highly Pathogenic Avian Influenza A(H5N1) Virus Worldwide","Plaza PI, Gamarra-Toledo V, Euguí JR, Lambertucci SA.","Emerg Infect Dis. 2024 Mar;30(3):444-452. doi: 10.3201/eid3003.231098.","Plaza PI","Emerg Infect Dis","2024","2024/02/26","PMC10902543","","10.3201/eid3003.231098"
"38407164","Enterocytozoon bieneusi Infection after Hematopoietic Stem Cell Transplant in Child, Argentina","Mena CJ, Garófalo MP, Perazzo J, Epelbaum C, Castro G, Sicilia P, Barnes A, Guasconi L, Burstein VL, Beccacece I, Almeida MA, Cervi L, Santin M, Chiapello LS.","Emerg Infect Dis. 2024 Mar;30(3):613-616. doi: 10.3201/eid3003.231580.","Mena CJ","Emerg Infect Dis","2024","2024/02/26","PMC10902542","","10.3201/eid3003.231580"
"38407162","Newly Identified Mycobacterium africanum Lineage 10, Central Africa","Guyeux C, Senelle G, Le Meur A, Supply P, Gaudin C, Phelan JE, Clark TG, Rigouts L, de Jong B, Sola C, Refrégier G.","Emerg Infect Dis. 2024 Oct;30(3):560-563. doi: 10.3201/eid3003.231466.","Guyeux C","Emerg Infect Dis","2024","2024/02/26","PMC10902520","","10.3201/eid3003.231466"
"38407150","Taenia martis Neurocysticercosis-Like Lesion in Child, Associated with Local Source, the Netherlands","Eggink H, Maas M, van den Brand JMA, Dekker J, Franssen F, Hoving EW, Kortbeek LM, Kranendonk MEG, Meiners LC, Rittscher AE, Roelfsema J, Schölvinck EH.","Emerg Infect Dis. 2024 Mar;30(3):555-559. doi: 10.3201/eid3003.231402.","Eggink H","Emerg Infect Dis","2024","2024/02/26","PMC10902551","","10.3201/eid3003.231402"
"38407142","Disseminated Leishmaniasis, a Severe Form of Leishmania braziliensis Infection","Machado PRL, Lago A, Cardoso TM, Magalhaes A, Carvalho LP, Lago T, Carvalho AM, Costa R, Carvalho EM.","Emerg Infect Dis. 2024 Mar;30(3):510-518. doi: 10.3201/eid3003.230786.","Machado PRL","Emerg Infect Dis","2024","2024/02/26","PMC10902519","","10.3201/eid3003.230786"
"38325363","Concurrent Clade I and Clade II Monkeypox Virus Circulation, Cameroon, 1979-2022","Djuicy DD, Sadeuh-Mba SA, Bilounga CN, Yonga MG, Tchatchueng-Mbougua JB, Essima GD, Esso L, Nguidjol IME, Metomb SF, Chebo C, Agwe SM, Ankone PA, Ngonla FNN, Mossi HM, Etoundi AGM, Eyangoh SI, Kazanji M, Njouom R.","Emerg Infect Dis. 2024 Mar;30(3):432-443. doi: 10.3201/eid3003.230861. Epub 2024 Feb 7.","Djuicy DD","Emerg Infect Dis","2024","2024/02/07","PMC10902553","","10.3201/eid3003.230861"
"38290816","Betacoronavirus Infection Outbreak, São Paulo, Brazil, Fall 2023","Chaves TDSS, Perosa AH, Barbosa G, Ferreira DB, Bellei N.","Emerg Infect Dis. 2024 Mar;30(3):622-624. doi: 10.3201/eid3003.230990. Epub 2024 Jan 30.","Chaves TDSS","Emerg Infect Dis","2024","2024/01/30","PMC10902528","","10.3201/eid3003.230990"
"38270216","Evidence of Zika Virus Reinfection by Genome Diversity and Antibody Response Analysis, Brazil","da Costa Castilho M, de Filippis AMB, Machado LC, de Lima Calvanti TYV, Lima MC, Fonseca V, Giovanetti M, Docena C, Neto AM, Bôtto-Menezes CHA, Kara EO, de La Barrera R, Modjarrad K, Giozza SP, Pereira GF, Alcantara LCJ, Broutet NJN, Calvet GA, Wallau GL, Franca RFO.","Emerg Infect Dis. 2024 Feb;30(2):310-320. doi: 10.3201/eid3002.230122.","da Costa Castilho M","Emerg Infect Dis","2024","2024/01/25","PMC10826783","","10.3201/eid3002.230122"
"38270188","Confirmed Autochthonous Case of Human Alveolar Echinococcosis, Italy, 2023","Tamarozzi F, Ronzoni N, Degani M, Oliboni E, Tappe D, Gruener B, Gobbi F.","Emerg Infect Dis. 2024 Feb;30(2):350-353. doi: 10.3201/eid3002.231527.","Tamarozzi F","Emerg Infect Dis","2024","2024/01/25","PMC10826761","","10.3201/eid3002.231527"
"38270179","SARS-CoV-2 Infection in Beaver Farm, Mongolia, 2021","Takemura T, Ankhanbaatar U, Settypalli TBK, Purevtseren D, Shura G, Damdinjav B, Ben Ali HOA, Dundon WG, Cattoli G, Lamien CE.","Emerg Infect Dis. 2024 Feb;30(2):391-394. doi: 10.3201/eid3002.231318.","Takemura T","Emerg Infect Dis","2024","2024/01/25","PMC10826759","","10.3201/eid3002.231318"
"38270167","Severe Infective Endocarditis Caused by Bartonella rochalimae","Traver EC, Saharia K, Luethy P, Amoroso A.","Emerg Infect Dis. 2023 Feb;30(2):394-396. doi: 10.3201/eid3002.230929.","Traver EC","Emerg Infect Dis","2023","2024/01/25","PMC10826779","","10.3201/eid3002.230929"
"38270164","Tick-Borne Encephalitis, Lombardy, Italy","Gaffuri A, Sassera D, Calzolari M, Gibelli L, Lelli D, Tebaldi A, Vicari N, Bianchi A, Pigoli C, Cerioli M, Zandonà L, Varisco G, Bertoletti I, Prati P.","Emerg Infect Dis. 2024 Feb;30(2):341-344. doi: 10.3201/eid3002.231016.","Gaffuri A","Emerg Infect Dis","2024","2024/01/25","PMC10826753","","10.3201/eid3002.231016"
"38270160","Rapid Detection of Ceftazidime/Avibactam Susceptibility/Resistance in Enterobacterales by Rapid CAZ/AVI NP Test","Nordmann P, Bouvier M, Delaval A, Tinguely C, Poirel L, Sadek M.","Emerg Infect Dis. 2024 Feb;30(2):255-261. doi: 10.3201/eid3002.221398.","Nordmann P","Emerg Infect Dis","2024","2024/01/25","PMC10826745","","10.3201/eid3002.221398"
"38270159","Salmonella Vitkin Outbreak Associated with Bearded Dragons, Canada and United States, 2020-2022","Paphitis K, Habrun CA, Stapleton GS, Reid A, Lee C, Majury A, Murphy A, McClinchey H, Corbeil A, Kearney A, Benedict K, Tolar B, Forrest RO.","Emerg Infect Dis. 2024 Feb;30(2):225-233. doi: 10.3201/eid3002.230963.","Paphitis K","Emerg Infect Dis","2024","2024/01/25","PMC10826748","","10.3201/eid3002.230963"
"38167202","Phylogenomics of Dengue Virus Isolates Causing Dengue Outbreak, São Tomé and Príncipe, 2022","Lázaro L, Winter D, Toancha K, Borges A, Gonçalves A, Santos A, do Nascimento M, Teixeira N, Sequeira YS, Lima AK, da Costa Pina B, de Sousa AB, May J, Neto RMA, Schuldt K.","Emerg Infect Dis. 2024 Feb;30(2):384-386. doi: 10.3201/eid3002.231316. Epub 2024 Jan 2.","Lázaro L","Emerg Infect Dis","2024","2024/01/03","PMC10826765","","10.3201/eid3002.231316"
"38147510","Avian Influenza A(H5N1) Neuraminidase Inhibition Antibodies in Healthy Adults after Exposure to Influenza A(H1N1)pdm09","Daulagala P, Cheng SMS, Chin A, Luk LLH, Leung K, Wu JT, Poon LLM, Peiris M, Yen HL.","Emerg Infect Dis. 2024 Jan;30(1):168-171. doi: 10.3201/eid3001.230756.","Daulagala P","Emerg Infect Dis","2024","2023/12/26","PMC10756388","","10.3201/eid3001.230756"
"38147508","Pseudomonas guariconensis Necrotizing Fasciitis, United Kingdom","Moseley EJ, Zhang JC, Williams OM.","Emerg Infect Dis. 2024 Jan;30(1):185-187. doi: 10.3201/eid3001.231192.","Moseley EJ","Emerg Infect Dis","2024","2023/12/26","PMC10756353","","10.3201/eid3001.231192"
"38147030","Hantavirus Disease Cluster Caused by Seoul Virus, Germany","Hofmann J, Ulrich RG, Mehl C, Drewes S, Esser J, Loyen M, Zeichhardt H, Schoppmeyer K, Essen L, Güthoff W, Krüger DH.","Emerg Infect Dis. 2024 Jan;30(1):133-135. doi: 10.3201/eid3001.230855.","Hofmann J","Emerg Infect Dis","2024","2023/12/26","PMC10756357","","10.3201/eid3001.230855"
"38146997","Racial and Ethnic Disparities in Tuberculosis Incidence, Arkansas, USA, 2010-2021","Humayun M, Mukasa L, Ye W, Bates JH, Yang Z.","Emerg Infect Dis. 2024 Jan;30(1):116-124. doi: 10.3201/eid3001.230778.","Humayun M","Emerg Infect Dis","2024","2023/12/26","PMC10756389","","10.3201/eid3001.230778"
"38146984","Molecular Evolution and Increasing Macrolide Resistance of Bordetella pertussis, Shanghai, China, 2016-2022","Fu P, Zhou J, Yang C, Nijiati Y, Zhou L, Yan G, Lu G, Zhai X, Wang C.","Emerg Infect Dis. 2023 Jan;30(1):29-38. doi: 10.3201/eid3001.221588.","Fu P","Emerg Infect Dis","2023","2023/12/26","PMC10756392","","10.3201/eid3001.221588"
"38146969","Costs of Digital Adherence Technologies for Tuberculosis Treatment Support, 2018-2021","Nsengiyumva NP, Khan A, Gler MMTS, Tonquin ML, Marcelo D, Andrews MC, Duverger K, Ahmed S, Ibrahim T, Banu S, Sultana S, Morales ML, Villanueva A, Efo E, Onjare B, Celan C, Schwartzman K.","Emerg Infect Dis. 2024 Jan;30(1):79-88. doi: 10.3201/eid3001.230427.","Nsengiyumva NP","Emerg Infect Dis","2024","2023/12/26","PMC10756355","","10.3201/eid3001.230427"
"38146959","Early-Onset Infection Caused by Escherichia coli Sequence Type 1193 in Late Preterm and Full-Term Neonates","Malaure C, Geslain G, Birgy A, Bidet P, Poilane I, Allain M, Liberge M, Khattat N, Sikias P, Bonacorsi S.","Emerg Infect Dis. 2024 Jan;30(1):20-28. doi: 10.3201/eid3001.230851.","Malaure C","Emerg Infect Dis","2024","2023/12/26","PMC10756391","","10.3201/eid3001.230851"
"38146955","Auritidibacter ignavus, an Emerging Pathogen Associated with Chronic Ear Infections","Roth S, Linxweiler M, Rehner J, Schmartz GP, Becker SL, Kühn JP.","Emerg Infect Dis. 2024 Jan;30(1):8-12. doi: 10.3201/eid3001.230385.","Roth S","Emerg Infect Dis","2024","2023/12/26","PMC10756363","","10.3201/eid3001.230385"
"38086399","Macacine alphaherpesvirus 1 (B Virus) Infection in Humans, Japan, 2019","Yamada S, Katano H, Sato Y, Suzuki T, Uda A, Ishijima K, Suzuki M, Yamada D, Harada S, Kinoshita H, Nguyen PHA, Ebihara H, Maeda K, Saijo M, Fukushi S.","Emerg Infect Dis. 2024 Jan;30(1):177-179. doi: 10.3201/eid3001.230435. Epub 2023 Dec 12.","Yamada S","Emerg Infect Dis","2024","2023/12/12","PMC10756385","","10.3201/eid3001.230435"
"38040664","Effectiveness of Vaccines and Antiviral Drugs in Preventing Severe and Fatal COVID-19, Hong Kong","Cheung YYH, Lau EHY, Yin G, Lin Y, Cowling BJ, Lam KF.","Emerg Infect Dis. 2024 Jan;30(1):70-78. doi: 10.3201/eid3001.230414. Epub 2023 Dec 1.","Cheung YYH","Emerg Infect Dis","2024","2023/12/01","PMC10756371","","10.3201/eid3001.230414"
"37987606","Novel Ozark Orthohantavirus in Hispid Cotton Rats (Sigmodon hispidus), Arkansas, USA","Mull N, Erdin M, Smura T, Sironen T, Forbes KM.","Emerg Infect Dis. 2023 Dec;29(12):2576-2578. doi: 10.3201/eid2912.230549.","Mull N","Emerg Infect Dis","2023","2023/11/21","PMC10683798","","10.3201/eid2912.230549"
"37987590","Naturally Acquired Rabies in White-Eared Opossum, Brazil","Ferreira-Machado E, Conselheiro JA, Bernardes da Silva BE, Matsumoto PSS, Castagna CL, Nitsche A, de Lima CS, Presotto D, Nunes da Silva MCR, Ervedosa TB, Navas-Suárez PE, de Jesus ÍP, de Carvalho J, Ressio RA, Dos Santos Cirqueira C, Barone GT, Del Castillo Saad L, Brandão PE, Catão-Dias JL, Guerra JM, de Azevedo Fernandes NCC.","Emerg Infect Dis. 2023 Dec;29(12):2541-2545. doi: 10.3201/eid2912.230373.","Ferreira-Machado E","Emerg Infect Dis","2023","2023/11/21","PMC10683831","","10.3201/eid2912.230373"
"37987582","Fatal Human Neurologic Infection Caused by Pigeon Avian Paramyxovirus-1, Australia","Hurley S, Eden JS, Bingham J, Rodriguez M, Neave MJ, Johnson A, Howard-Jones AR, Kok J, Anazodo A, McMullan B, Williams DT, Watson J, Solinas A, Kim KW, Rawlinson W.","Emerg Infect Dis. 2023 Dec;29(12):2482-2487. doi: 10.3201/eid2912.230250.","Hurley S","Emerg Infect Dis","2023","2023/11/21","PMC10683822","","10.3201/eid2912.230250"
"37877805","Monkeypox Virus in Wastewater Samples from Santiago Metropolitan Region, Chile","Ampuero M, Martínez-Valdebenito C, Ferrés M, Soto-Rifo R, Gaggero A.","Emerg Infect Dis. 2023 Nov;29(11):2358-2361. doi: 10.3201/eid2911.230096.","Ampuero M","Emerg Infect Dis","2023","2023/10/25","PMC10617339","","10.3201/eid2911.230096"
"37877682","Scedosporium Infection in Recipients of Kidney Transplants from Deceased Near-Drowning Donor","Choudhary D, Kaur H, Subramani VN, Pattanaik S, Patil SS, Sethi J, Kaur M, Sreenivasan P, Thakur S, Gupta P, Sekar A, Singh S, Jayashree M, Kenwar D, Rudramurthy SM, Sharma A.","Emerg Infect Dis. 2023 Nov;29(11):2406-2408. doi: 10.3201/eid2911.231000.","Choudhary D","Emerg Infect Dis","2023","2023/10/25","PMC10617326","","10.3201/eid2911.231000"
"37877663","Case of Carbapenem-Resistant Salmonella Typhi Infection, Pakistan, 2022","Nizamuddin S, Khan EA, Chattaway MA, Godbole G.","Emerg Infect Dis. 2023 Nov;29(11):2395-2397. doi: 10.3201/eid2911.230499.","Nizamuddin S","Emerg Infect Dis","2023","2023/10/25","PMC10617351","","10.3201/eid2911.230499"
"37877582","Duration of Enterovirus D68 RNA Shedding in the Upper Respiratory Tract and Transmission among Household Contacts, Colorado, USA","Nguyen-Tran H, Thompson C, Butler M, Miller KR, Pyle L, Jung S, Rogers S, Ng TFF, Routh J, Dominguez SR, Messacar K.","Emerg Infect Dis. 2023 Nov;29(11):2315-2324. doi: 10.3201/eid2911.230947.","Nguyen-Tran H","Emerg Infect Dis","2023","2023/10/25","PMC10617331","","10.3201/eid2911.230947"
"37877555","SARS-CoV-2 Reinfection Risk in Persons with HIV, Chicago, Illinois, USA, 2020-2022","Teran RA, Gagner A, Gretsch S, Lauritsen J, Galanto D, Walblay K, Ruestow P, Korban C, Pacilli M, Kern D, Black SR, Tabidze I.","Emerg Infect Dis. 2023 Nov;29(11):2257-2265. doi: 10.3201/eid2911.230577.","Teran RA","Emerg Infect Dis","2023","2023/10/25","PMC10617359","","10.3201/eid2911.230577"
"37877537","Micro‒Global Positioning Systems for Identifying Nightly Opportunities for Marburg Virus Spillover to Humans by Egyptian Rousette Bats","Amman BR, Schuh AJ, Akurut G, Kamugisha K, Namanya D, Sealy TK, Graziano JC, Enyel E, Wright EA, Balinandi S, Lutwama JJ, Kading RC, Atimnedi P, Towner JS.","Emerg Infect Dis. 2023 Nov;29(11):2238-2245. doi: 10.3201/eid2911.230362.","Amman BR","Emerg Infect Dis","2023","2023/10/25","PMC10617345","","10.3201/eid2911.230362"
"37877502","Detection of Novel US Neisseria meningitidis Urethritis Clade Subtypes in Japan","Takahashi H, Morita M, Yasuda M, Ohama Y, Kobori Y, Kojima M, Shimuta K, Akeda Y, Ohnishi M.","Emerg Infect Dis. 2023 Nov;29(11):2210-2217. doi: 10.3201/eid2911.231082.","Takahashi H","Emerg Infect Dis","2023","2023/10/25","PMC10617353","","10.3201/eid2911.231082"
"37856204","Tecovirimat Resistance in Mpox Patients, United States, 2022-2023","Smith TG, Gigante CM, Wynn NT, Matheny A, Davidson W, Yang Y, Condori RE, O'Connell K, Kovar L, Williams TL, Yu YC, Petersen BW, Baird N, Lowe D, Li Y, Satheshkumar PS, Hutson CL.","Emerg Infect Dis. 2023 Dec;29(12):2426-2432. doi: 10.3201/eid2912.231146. Epub 2023 Oct 19.","Smith TG","Emerg Infect Dis","2023","2023/10/19","PMC10683829","","10.3201/eid2912.231146"
"37796277","Racial and Socioeconomic Equity of Tecovirimat Treatment during the 2022 Mpox Emergency, New York, New York, USA","Lash MK, Latham NH, Chan PY, Foote MMK, Garcia EA, Silverstein MF, Wong M, Alexander M, Alroy KA, Bajaj L, Chen K, Howard JS, Jones LE, Lee EH, Watkins JL, McPherson TD.","Emerg Infect Dis. 2023 Nov;29(11):2353-2357. doi: 10.3201/eid2911.230814. Epub 2023 Oct 5.","Lash MK","Emerg Infect Dis","2023","2023/10/05","PMC10617352","","10.3201/eid2911.230814"
"37787491","SARS-CoV-2 Infection in Wrestlers after International Tournaments, April 2021","Kuribayashi ST, Kasamatsu A, Ikenoue C, Fukusumi M, Kamiya H, Shimada T, Tanaka T, Murakami K, McLellan RT, Sekizuka T, Kuroda M, Sunagawa T.","Emerg Infect Dis. 2023 Nov;29(11):2393-2395. doi: 10.3201/eid2911.230278. Epub 2023 Oct 3.","Kuribayashi ST","Emerg Infect Dis","2023","2023/10/03","PMC10617332","","10.3201/eid2911.230278"
"37735805","Plasmodium knowlesi Infection in Traveler Returning to Canada from the Philippines, 2023","Lo CK, Plewes K, Sharma S, Low A, Su LD, Belga S, Salazar FV, Hajek J, Morshed M, Hogan CA.","Emerg Infect Dis. 2023 Oct;29(10):2177-2179. doi: 10.3201/eid2910.230809.","Lo CK","Emerg Infect Dis","2023","2023/09/22","PMC10521619","","10.3201/eid2910.230809"
"37735803","Reemergence of Cosmopolitan Genotype Dengue Virus Serotype 2, Southern Vietnam","Tran VT, Inward RPD, Gutierrez B, Nguyen NM, Nguyen PT, Rajendiran I, Cao TT, Duong KTH, Kraemer MUG, Yacoub S.","Emerg Infect Dis. 2023 Oct;29(10):2180-2182. doi: 10.3201/eid2910.230529.","Tran VT","Emerg Infect Dis","2023","2023/09/22","PMC10521597","","10.3201/eid2910.230529"
"37735788","Human-to-Human Transmission of Andes Virus Modeled in Syrian Hamsters","Riesle-Sbarbaro SA, Kirchoff N, Hansen-Kant K, Stern A, Kurth A, Prescott JB.","Emerg Infect Dis. 2023 Oct;29(10):2159-2163. doi: 10.3201/eid2910.230544.","Riesle-Sbarbaro SA","Emerg Infect Dis","2023","2023/09/22","PMC10521624","","10.3201/eid2910.230544"
"37735786","Antimicrobial Resistance in Slaughterhouses, Kenya","Hamilton KA, Njoroge SM, Momanyi K, Murungi MK, Odinga CO, Bor N, Ogendo AF, Odaba J, Ogola JG, Fèvre EM, Falzon LC.","Emerg Infect Dis. 2023 Oct;29(10):2155-2158. doi: 10.3201/eid2910.230017.","Hamilton KA","Emerg Infect Dis","2023","2023/09/22","PMC10521590","","10.3201/eid2910.230017"
"37735771","Outbreak of Sexually Transmitted Nongroupable Neisseria meningitidis-Associated Urethritis, Vietnam","Nguyen HT, Phan TV, Tran HP, Vu TTP, Pham NTU, Nguyen TTT, Bui HM, Duong BH, Luu TNA, Pham NN, Nguyen PD, Le TN, Le TQ, Vo DTT, Phan LT, Van Khuu N, Pham QD, Nguyen TV.","Emerg Infect Dis. 2023 Oct;29(10):2130-2134. doi: 10.3201/eid2910.221596.","Nguyen HT","Emerg Infect Dis","2023","2023/09/22","PMC10521605","","10.3201/eid2910.221596"
