PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"14528882","First European case of serotype A MATa Cryptococcus neoformans infection","Viviani MA, Nikolova R, Esposto MC, Prinz G, Cogliati M.","Emerg Infect Dis. 2003 Sep;9(9):1179-80. doi: 10.3201/eid0909.020770.","Viviani MA","Emerg Infect Dis","2003","2003/10/08","PMC3016796","","10.3201/eid0909.020770"
"14519254","Tick-borne relapsing fever caused by Borrelia hermsii, Montana","Schwan TG, Policastro PF, Miller Z, Thompson RL, Damrow T, Keirans JE.","Emerg Infect Dis. 2003 Sep;9(9):1151-4. doi: 10.3201/eid0909.030280.","Schwan TG","Emerg Infect Dis","2003","2003/10/02","PMC3016790","","10.3201/eid0909.030280"
"14519253","Skunk and raccoon rabies in the eastern United States: temporal and spatial analysis","Guerra MA, Curns AT, Rupprecht CE, Hanlon CA, Krebs JW, Childs JE.","Emerg Infect Dis. 2003 Sep;9(9):1143-50. doi: 10.3201/eid0909.020608.","Guerra MA","Emerg Infect Dis","2003","2003/10/02","PMC3016792","","10.3201/eid0909.020608"
"14519248","Epidemic and nonepidemic multidrug-resistant Enterococcus faecium","Leavis HL, Willems RJ, Top J, Spalburg E, Mascini EM, Fluit AC, Hoepelman A, de Neeling AJ, Bonten MJ.","Emerg Infect Dis. 2003 Sep;9(9):1108-15. doi: 10.3201/eid0909.020383.","Leavis HL","Emerg Infect Dis","2003","2003/10/02","PMC3016763","","10.3201/eid0909.020383"
"14519247","Dyspepsia symptoms and Helicobacter pylori infection, Nakuru, Kenya","Shmuely H, Obure S, Passaro DJ, Abuksis G, Yahav J, Fraser G, Pitlik S, Niv Y.","Emerg Infect Dis. 2003 Sep;9(9):1103-7. doi: 10.3201/eid0909.020374.","Shmuely H","Emerg Infect Dis","2003","2003/10/02","PMC3016771","","10.3201/eid0909.020374"
"14519246","Antibiotic use in Hispanic households, New York city","Larson E, Lin SX, Gomez-Duarte C.","Emerg Infect Dis. 2003 Sep;9(9):1096-102. doi: 10.3201/eid0909.020371.","Larson E","Emerg Infect Dis","2003","2003/10/02","PMC2040049","NIHMS30146","10.3201/eid0909.020371"
"14519242","Hantavirus infection in humans and rodents, northwestern Argentina","Pini N, Levis S, Calderón G, Ramirez J, Bravo D, Lozano E, Ripoll C, St Jeor S, Ksiazek TG, Barquez RM, Enria D.","Emerg Infect Dis. 2003 Sep;9(9):1070-6. doi: 10.3201/eid0909.020768.","Pini N","Emerg Infect Dis","2003","2003/10/02","PMC3016789","","10.3201/eid0909.020768"
"14519241","Severe acute respiratory syndrome: clinical outcome and prognostic correlates","Tsui PT, Kwok ML, Yuen H, Lai ST.","Emerg Infect Dis. 2003 Sep;9(9):1064-9. doi: 10.3201/eid0909.030362.","Tsui PT","Emerg Infect Dis","2003","2003/10/02","PMC3016795","","10.3201/eid0909.030362"
"14519238","Automated, laboratory-based system using the Internet for disease outbreak detection, the Netherlands","Widdowson MA, Bosman A, van Straten E, Tinga M, Chaves S, van Eerden L, van Pelt W.","Emerg Infect Dis. 2003 Sep;9(9):1046-52. doi: 10.3201/eid0909.020450.","Widdowson MA","Emerg Infect Dis","2003","2003/10/02","PMC3016793","","10.3201/eid0909.020450"
"12971378","Multidrug-resistant Shiga toxin-producing Escherichia coli 0118:H16 Latin America","de Castro AF, Guerra B, Leomil L, Aidar-Ugrinovitch L, Beutin L.","Emerg Infect Dis. 2003 Aug;9(8):1027-8. doi: 10.3201/eid0908.030062.","de Castro AF","Emerg Infect Dis","2003","2003/09/16","PMC3020606","","10.3201/eid0908.030062"
"12971377","Polymyxin-resistant Acinetobacter spp. isolates: what is next?","Reis AO, Luz DA, Tognim MC, Sader HS, Gales AC.","Emerg Infect Dis. 2003 Aug;9(8):1025-7. doi: 10.3201/eid0908.030052.","Reis AO","Emerg Infect Dis","2003","2003/09/16","PMC3020604","","10.3201/eid0908.030052"
"12971375","Rickettsia felis in the United Kingdom","Kenny MJ, Birtles RJ, Day MJ, Shaw SE.","Emerg Infect Dis. 2003 Aug;9(8):1023-4. doi: 10.3201/eid0908.030314.","Kenny MJ","Emerg Infect Dis","2003","2003/09/16","PMC3020619","","10.3201/eid0908.030314"
"12967504","Acute hemorrhagic conjunctivitis caused by coxsackievirus A24 variant, South Korea, 2002","Oh MD, Park S, Choi Y, Kim H, Lee K, Park W, Yoo Y, Kim EC, Choe K.","Emerg Infect Dis. 2003 Aug;9(8):1010-2. doi: 10.3201/eid0908.030190.","Oh MD","Emerg Infect Dis","2003","2003/09/12","PMC3020616","","10.3201/eid0908.030190"
"12967499","Severe acute respiratory syndrome: temporal stability and geographic variation in case-fatality rates and doubling times","Galvani AP, Lei X, Jewell NP.","Emerg Infect Dis. 2003 Aug;9(8):991-4. doi: 10.3201/eid0908.030334.","Galvani AP","Emerg Infect Dis","2003","2003/09/12","PMC3020622","","10.3201/eid0908.030334"
"12967493","Pseudomonas aeruginosa and the oropharyngeal ecosystem of tube-fed patients","Leibovitz A, Dan M, Zinger J, Carmeli Y, Habot B, Segal R.","Emerg Infect Dis. 2003 Aug;9(8):956-9. doi: 10.3201/eid0908.030054.","Leibovitz A","Emerg Infect Dis","2003","2003/09/12","PMC3020605","","10.3201/eid0908.030054"
"12967491","Molecular characterization of a non-Babesia divergens organism causing zoonotic babesiosis in Europe","Herwaldt BL, Cacciò S, Gherlinzoni F, Aspöck H, Slemenda SB, Piccaluga P, Martinelli G, Edelhofer R, Hollenstein U, Poletti G, Pampiglione S, Löschenberger K, Tura S, Pieniazek NJ.","Emerg Infect Dis. 2003 Aug;9(8):942-8. doi: 10.3201/eid0908.020748.","Herwaldt BL","Emerg Infect Dis","2003","2003/09/12","PMC3020600","","10.3201/eid0908.020748"
"12967487","Legionnaires' disease outbreak in Murcia, Spain","García-Fulgueiras A, Navarro C, Fenoll D, García J, González-Diego P, Jiménez-Buñuales T, Rodriguez M, Lopez R, Pacheco F, Ruiz J, Segovia M, Balandrón B, Pelaz C.","Emerg Infect Dis. 2003 Aug;9(8):915-21. doi: 10.3201/eid0908.030337.","García-Fulgueiras A","Emerg Infect Dis","2003","2003/09/12","PMC3020623","","10.3201/eid0908.030337"
"12899143","Hantaviruses in São Paulo State, Brazil","Figueiredo LT, Moreli ML, Campos GM, Sousa RL.","Emerg Infect Dis. 2003 Jul;9(7):891-2. doi: 10.3201/eid0907.030087.","Figueiredo LT","Emerg Infect Dis","2003","2003/08/06","PMC3023434","","10.3201/eid0907.030087"
"12899139","Recombinant vaccine-derived poliovirus in Madagascar","Rousset D, Rakoto-Andrianarivelo M, Razafindratsimandresy R, Randriamanalina B, Guillot S, Balanant J, Mauclère P, Delpeyroux F.","Emerg Infect Dis. 2003 Jul;9(7):885-7. doi: 10.3201/eid0907.020692.","Rousset D","Emerg Infect Dis","2003","2003/08/06","PMC3023450","","10.3201/eid0907.020692"
"12899138","Taenia solium Cysticercosis, Irian Jaya, Indonesia","Wandra T, Ito A, Yamasaki H, Suroso T, Margono SS.","Emerg Infect Dis. 2003 Jul;9(7):884-5. doi: 10.3201/eid0907.020709.","Wandra T","Emerg Infect Dis","2003","2003/08/06","PMC3023452","","10.3201/eid0907.020709"
"12899133","Emergence and global spread of a dengue serotype 3, subtype III virus","Messer WB, Gubler DJ, Harris E, Sivananthan K, de Silva AM.","Emerg Infect Dis. 2003 Jul;9(7):800-9. doi: 10.3201/eid0907.030038.","Messer WB","Emerg Infect Dis","2003","2003/08/06","PMC3023445","","10.3201/eid0907.030038"
"12890322","Antimicrobial resistance markers of class 1 and class 2 integron-bearing Escherichia coli from irrigation water and sediments","Roe MT, Vega E, Pillai SD.","Emerg Infect Dis. 2003 Jul;9(7):822-6. doi: 10.3201/eid0907.020529.","Roe MT","Emerg Infect Dis","2003","2003/08/02","PMC3023436","","10.3201/eid0907.020529"
"12890320","Molecular epidemiology of O139 Vibrio cholerae: mutation, lateral gene transfer, and founder flush","Garg P, Aydanian A, Smith D, J Glenn M Jr, Nair GB, Stine OC.","Emerg Infect Dis. 2003 Jul;9(7):810-4. doi: 10.3201/eid0907.030038.","Garg P","Emerg Infect Dis","2003","2003/08/02","PMC3023423","","10.3201/eid0907.030038"
"12890318","Acute flaccid paralysis and West Nile virus infection","Sejvar JJ, Leis AA, Stokic DS, Van Gerpen JA, Marfin AA, Webb R, Haddad MB, Tierney BC, Slavinski SA, Polk JL, Dostrow V, Winkelmann M, Petersen LR.","Emerg Infect Dis. 2003 Jul;9(7):788-93. doi: 10.3201/eid0907.030129.","Sejvar JJ","Emerg Infect Dis","2003","2003/08/02","PMC3023428","","10.3201/eid0907.030129"
"12890317","Disease surveillance and the academic, clinical, and public health communities","Pinner RW, Rebmann CA, Schuchat A, Hughes JM.","Emerg Infect Dis. 2003 Jul;9(7):781-7. doi: 10.3201/eid0907.030083.","Pinner RW","Emerg Infect Dis","2003","2003/08/02","PMC3023420","","10.3201/eid0907.030083"
"12890316","Salmonella control programs in Denmark","Wegener HC, Hald T, Lo Fo Wong D, Madsen M, Korsgaard H, Bager F, Gerner-Smidt P, Mølbak K.","Emerg Infect Dis. 2003 Jul;9(7):774-80. doi: 10.3201/eid0907.030024.","Wegener HC","Emerg Infect Dis","2003","2003/08/02","PMC3023435","","10.3201/eid0907.030024"
"12890314","Mycobacterial aerosols and respiratory disease","Falkinham JO 3rd.","Emerg Infect Dis. 2003 Jul;9(7):763-7. doi: 10.3201/eid0907.020415.","Falkinham JO 3rd","Emerg Infect Dis","2003","2003/08/02","PMC3023421","","10.3201/eid0907.020415"
"12781026","Parachlamydiaceae as rare agents of pneumonia","Greub G, Berger P, Papazian L, Raoult D.","Emerg Infect Dis. 2003 Jun;9(6):755-6. doi: 10.3201/eid0906.020613.","Greub G","Emerg Infect Dis","2003","2003/06/05","PMC3000139","","10.3201/eid0906.020613"
"12781022","Imported West Nile virus infection in Europe","Charles PE, Zeller H, Bonnotte B, Decasimacker AL, Bour JB, Chavanet P, Lorcerie B.","Emerg Infect Dis. 2003 Jun;9(6):750. doi: 10.3201/eid0906.020723.","Charles PE","Emerg Infect Dis","2003","2003/06/05","PMC3000146","","10.3201/eid0906.020723"
"12781018","Absence of Neisseria meningitidis W-135 electrophoretic Type 37 during the Hajj, 2002","Wilder-Smith A, Barkham TM, Chew SK, Paton NI.","Emerg Infect Dis. 2003 Jun;9(6):734-7. doi: 10.3201/eid0906.020725.","Wilder-Smith A","Emerg Infect Dis","2003","2003/06/05","PMC3000147","","10.3201/eid0906.020725"
"12781012","Severe acute respiratory syndrome (SARS) in Singapore: clinical features of index patient and initial contacts","Hsu LY, Lee CC, Green JA, Ang B, Paton NI, Lee L, Villacian JS, Lim PL, Earnest A, Leo YS.","Emerg Infect Dis. 2003 Jun;9(6):713-7. doi: 10.3201/eid0906.030264.","Hsu LY","Emerg Infect Dis","2003","2003/06/05","PMC3000162","","10.3201/eid0906.030264"
"12781008","Isolated case of bioterrorism-related inhalational anthrax, New York City, 2001","Holtz TH, Ackelsberg J, Kool JL, Rosselli R, Marfin A, Matte T, Beatrice ST, Heller MB, Hewett D, Moskin LC, Bunning ML, Layton M.","Emerg Infect Dis. 2003 Jun;9(6):689-96. doi: 10.3201/eid0906.020668.","Holtz TH","Emerg Infect Dis","2003","2003/06/05","PMC3000144","","10.3201/eid0906.020668"
"12781006","Molecular subtyping to detect human listeriosis clusters","Sauders BD, Fortes ED, Morse DL, Dumas N, Kiehlbauch JA, Schukken Y, Hibbs JR, Wiedmann M.","Emerg Infect Dis. 2003 Jun;9(6):672-80. doi: 10.3201/eid0906.020702.","Sauders BD","Emerg Infect Dis","2003","2003/06/05","PMC3000145","","10.3201/eid0906.020702"
"12780999","Inactivation of Bacillus anthracis spores","Spotts Whitney EA, Beatty ME, Taylor TH Jr, Weyant R, Sobel J, Arduino MJ, Ashford DA.","Emerg Infect Dis. 2003 Jun;9(6):623-7. doi: 10.3201/eid0906.020377.","Spotts Whitney EA","Emerg Infect Dis","2003","2003/06/05","PMC3000133","","10.3201/eid0906.020377"
"12737751","Virus isolation and ""acute"" West Nile virus encephalitis (response to Huang et al.)","Krishnamoorthy VK, Bhaskar J, Sheagren JN.","Emerg Infect Dis. 2003 May;9(5):607-8; author reply 608-9. doi: 10.3201/eid0905.030018.","Krishnamoorthy VK","Emerg Infect Dis","2003","2003/05/10","PMC2972770","","10.3201/eid0905.030018"
"12737748","Puumala virus infection with acute disseminated encephalomyelitis and multiorgan failure","Krause R, Aberle S, Haberl R, Daxböck F, Wenisch C.","Emerg Infect Dis. 2003 May;9(5):603-5. doi: 10.3201/eid0905.020405.","Krause R","Emerg Infect Dis","2003","2003/05/10","PMC2972754","","10.3201/eid0905.020405"
"12737738","Aeromonas spp. and traveler's diarrhea: clinical features and antimicrobial resistance","Vila J, Ruiz J, Gallardo F, Vargas M, Soler L, Figueras MJ, Gascon J.","Emerg Infect Dis. 2003 May;9(5):552-5. doi: 10.3201/eid0905.020451.","Vila J","Emerg Infect Dis","2003","2003/05/10","PMC2972757","","10.3201/eid0905.020451"
"12737734","Vero cytotoxin-producing Escherichia coli O157 gastroenteritis in farm visitors, North Wales","Payne CJ, Petrovic M, Roberts RJ, Paul A, Linnane E, Walker M, Kirby D, Burgess A, Smith RM, Cheasty T, Willshaw G, Salmon RL.","Emerg Infect Dis. 2003 May;9(5):526-30. doi: 10.3201/eid0905.020237.","Payne CJ","Emerg Infect Dis","2003","2003/05/10","PMC2972679","","10.3201/eid0905.020237"
"12702236","Class I integrons and SXT elements in El Tor strains isolated before and after 1992 Vibrio cholerae O139 outbreak, Calcutta, India","Amita, Chowdhury SR, Thungapathra M, Ramamurthy T, Nair GB, Ghosh A.","Emerg Infect Dis. 2003 Apr;9(4):500-2. doi: 10.3201/eid0904.020317.","Amita","Emerg Infect Dis","2003","2003/04/19","PMC2957977","","10.3201/eid0904.020317"
"12702234","First incursion of Salmonella enterica serotype typhimurium DT160 into New Zealand","Thornley CN, Simmons GC, Callaghan ML, Nicol CM, Baker MG, Gilmore KS, Garrett NK.","Emerg Infect Dis. 2003 Apr;9(4):493-5. doi: 10.3201/eid0904.020439.","Thornley CN","Emerg Infect Dis","2003","2003/04/19","PMC2957965","","10.3201/eid0904.020439"
"12702227","Molecular epidemiology of human enterovirus 71 strains and recent outbreaks in the Asia-Pacific region: comparative analysis of the VP1 and VP4 genes","Cardosa MJ, Perera D, Brown BA, Cheon D, Chan HM, Chan KP, Cho H, McMinn P.","Emerg Infect Dis. 2003 Apr;9(4):461-8. doi: 10.3201/eid0904.020395.","Cardosa MJ","Emerg Infect Dis","2003","2003/04/19","PMC2957976","","10.3201/eid0904.020395"
"12702226","Infectious pancreatic necrosis virus in Scottish Atlantic salmon farms, 1996-2001","Murray AG, Busby CD, Bruno DW.","Emerg Infect Dis. 2003 Apr;9(4):455-60. doi: 10.3201/eid0904.020311.","Murray AG","Emerg Infect Dis","2003","2003/04/19","PMC2957984","","10.3201/eid0904.020311"
"12702222","Antimicrobial drug prescription in ambulatory care settings, United States, 1992-2000","McCaig LF, Besser RE, Hughes JM.","Emerg Infect Dis. 2003 Apr;9(4):432-7. doi: 10.3201/eid0904.020268.","McCaig LF","Emerg Infect Dis","2003","2003/04/19","PMC2957974","","10.3201/eid0904.020268"
"12702221","Cost of illness in the 1993 waterborne Cryptosporidium outbreak, Milwaukee, Wisconsin","Corso PS, Kramer MH, Blair KA, Addiss DG, Davis JP, Haddix AC.","Emerg Infect Dis. 2003 Apr;9(4):426-31. doi: 10.3201/eid0904.020417.","Corso PS","Emerg Infect Dis","2003","2003/04/19","PMC2957981","","10.3201/eid0904.020417"
"12702220","The elderly and waterborne Cryptosporidium infection: gastroenteritis hospitalizations before and during the 1993 Milwaukee outbreak","Naumova EN, Egorov AI, Morris RD, Griffiths JK.","Emerg Infect Dis. 2003 Apr;9(4):418-25. doi: 10.3201/eid0904.020260.","Naumova EN","Emerg Infect Dis","2003","2003/04/19","PMC2957964","","10.3201/eid0904.020260"
"12643836","Persistence of virus-reactive serum immunoglobulin m antibody in confirmed west nile virus encephalitis cases","Roehrig JT, Nash D, Maldin B, Labowitz A, Martin DA, Lanciotti RS, Campbell GL.","Emerg Infect Dis. 2003 Mar;9(3):376-9. doi: 10.3201/eid0903.020531.","Roehrig JT","Emerg Infect Dis","2003","2003/03/20","PMC2958550","","10.3201/eid0903.020531"
"12643827","Bartonella henselae in Ixodes ricinus ticks (Acari: Ixodida) removed from humans, Belluno province, Italy","Sanogo YO, Zeaiter Z, Caruso G, Merola F, Shpynov S, Brouqui P, Raoult D.","Emerg Infect Dis. 2003 Mar;9(3):329-32. doi: 10.3201/eid0903.020133.","Sanogo YO","Emerg Infect Dis","2003","2003/03/20","PMC2958531","","10.3201/eid0903.020133"
"12643822","Enterovirus 71 outbreaks, Taiwan: occurrence and recognition","Lin TY, Twu SJ, Ho MS, Chang LY, Lee CY.","Emerg Infect Dis. 2003 Mar;9(3):291-3. doi: 10.3201/eid0903.020285.","Lin TY","Emerg Infect Dis","2003","2003/03/20","PMC2963902","","10.3201/eid0903.020285"
"12604009","Pneumocystis carinii vs. Pneumocystis jiroveci: another misnomer (response to Stringer et al.)","Hughes WT.","Emerg Infect Dis. 2003 Feb;9(2):276-7; author reply 277-9. doi: 10.3201/eid0902.020602.","Hughes WT","Emerg Infect Dis","2003","2003/02/27","PMC2901955","","10.3201/eid0902.020602"
"12604000","Life-threatening infantile diarrhea from fluoroquinolone-resistant Salmonella enterica typhimurium with mutations in both gyrA and parC","Nakaya H, Yasuhara A, Yoshimura K, Oshihoi Y, Izumiya H, Watanabe H.","Emerg Infect Dis. 2003 Feb;9(2):255-7. doi: 10.3201/eid0902.020185.","Nakaya H","Emerg Infect Dis","2003","2003/02/27","PMC2901941","","10.3201/eid0902.020185"
"12603999","Photorhabdus species: bioluminescent bacteria as emerging human pathogens?","Gerrard JG, McNevin S, Alfredson D, Forgan-Smith R, Fraser N.","Emerg Infect Dis. 2003 Feb;9(2):251-4. doi: 10.3201/eid0902.020222.","Gerrard JG","Emerg Infect Dis","2003","2003/02/27","PMC2902266","","10.3201/eid0902.020222"
"12603995","Risk factors for sporadic giardiasis: a case-control study in southwestern England","Stuart JM, Orr HJ, Warburton FG, Jeyakanth S, Pugh C, Morris I, Sarangi J, Nichols G.","Emerg Infect Dis. 2003 Feb;9(2):229-33. doi: 10.3201/eid0902.010488.","Stuart JM","Emerg Infect Dis","2003","2003/02/27","","","10.3201/eid0902.010488"
"12603988","Endemic babesiosis in another eastern state: New Jersey","Herwaldt BL, McGovern PC, Gerwel MP, Easton RM, MacGregor RR.","Emerg Infect Dis. 2003 Feb;9(2):184-8. doi: 10.3201/eid0902.020271.","Herwaldt BL","Emerg Infect Dis","2003","2003/02/27","PMC2901950","","10.3201/eid0902.020271"
"12603984","Araçatuba virus: a vaccinialike virus associated with infection in humans and cattle","de Souza Trindade G, da Fonseca FG, Marques JT, Nogueira ML, Mendes LC, Borges AS, Peiró JR, Pituco EM, Bonjardim CA, Ferreira PC, Kroon EG.","Emerg Infect Dis. 2003 Feb;9(2):155-60. doi: 10.3201/eid0902.020244.","de Souza Trindade G","Emerg Infect Dis","2003","2003/02/27","PMC2901946","","10.3201/eid0902.020244"
"12603983","Emerging pattern of rabies deaths and increased viral infectivity","Messenger SL, Smith JS, Orciari LA, Yager PA, Rupprecht CE.","Emerg Infect Dis. 2003 Feb;9(2):151-4. doi: 10.3201/eid0902.020083.","Messenger SL","Emerg Infect Dis","2003","2003/02/27","PMC2901935","","10.3201/eid0902.020083"
"12533301","Has Coxiella burnetii (Q fever) been introduced into New Zealand?","Greenslade E, Beasley R, Jennings L, Woodward A, Weinstein P.","Emerg Infect Dis. 2003 Jan;9(1):138-40. doi: 10.3201/eid0901.010305.","Greenslade E","Emerg Infect Dis","2003","2003/01/21","PMC2873763","","10.3201/eid0901.010305"
"12533300","Granulomatous lymphadenitis as a manifestation of Q Fever","Tattevin P, Arvieux C, Dupont M, Guggenbuhl P, Lemeur A, Michelet C.","Emerg Infect Dis. 2003 Jan;9(1):137-8. doi: 10.3201/eid0901.020211.","Tattevin P","Emerg Infect Dis","2003","2003/01/21","PMC2873736","","10.3201/eid0901.020211"
"12533298","First isolation of Rickettsia slovaca from a patient, France","Cazorla C, Enea M, Lucht F, Raoult D.","Emerg Infect Dis. 2003 Jan;9(1):135. doi: 10.3201/eid0901.020192.","Cazorla C","Emerg Infect Dis","2003","2003/01/21","PMC2873764","","10.3201/eid0901.020192"
"12533295","Persistence of W135 Neisseria meningitidis carriage in returning Hajj pilgrims: risk for early and late transmission to household contacts","Wilder-Smith A, Barkham TM, Ravindran S, Earnest A, Paton NI.","Emerg Infect Dis. 2003 Jan;9(1):123-6. doi: 10.3201/eid0901.020131.","Wilder-Smith A","Emerg Infect Dis","2003","2003/01/21","PMC2873737","","10.3201/eid0901.020131"
"12533294","Household contamination with Salmonella enterica","Rice DH, Hancock DD, Roozen PM, Szymanski MH, Scheenstra BC, Cady KM, Besser TE, Chudek PA.","Emerg Infect Dis. 2003 Jan;9(1):120-2. doi: 10.3201/eid0901.020214.","Rice DH","Emerg Infect Dis","2003","2003/01/21","PMC2873743","","10.3201/eid0901.020214"
"12533283","Seasonal dynamics of Anaplasma phagocytophila in a rodent-tick (Ixodes trianguliceps) system, United Kingdom","Bown KJ, Begon M, Bennett M, Woldehiwet Z, Ogden NH.","Emerg Infect Dis. 2003 Jan;9(1):63-70. doi: 10.3201/eid0901.020169.","Bown KJ","Emerg Infect Dis","2003","2003/01/21","PMC2873734","","10.3201/eid0901.020169"
"12533279","A molecular surveillance system for global patterns of drug resistance in imported malaria","Labbé AC, Patel S, Crandall I, Kain KC.","Emerg Infect Dis. 2003 Jan;9(1):33-6. doi: 10.3201/eid0901.020121.","Labbé AC","Emerg Infect Dis","2003","2003/01/21","PMC2873765","","10.3201/eid0901.020121"
"12498679","Avian reservoirs of the agent of human granulocytic ehrlichiosis?","Daniels TJ, Battaly GR, Liveris D, Falco RC, Schwartz I.","Emerg Infect Dis. 2002 Dec;8(12):1524-5. doi: 10.3201/eid0812.010527.","Daniels TJ","Emerg Infect Dis","2002","2002/12/25","PMC2738500","","10.3201/eid0812.010527"
"12498673","New variant of varicella-zoster virus","Tipples GA, Stephens GM, Sherlock C, Bowler M, Hoy B, Cook D, Grose C.","Emerg Infect Dis. 2002 Dec;8(12):1504-5. doi: 10.3201/eid0812.020118.","Tipples GA","Emerg Infect Dis","2002","2002/12/25","PMC2738511","","10.3201/eid0812.020118"
"12498667","Role of the domestic chicken (Gallus gallus) in the epidemiology of urban visceral leishmaniasis in Brazil","Alexander B, de Carvalho RL, McCallum H, Pereira MH.","Emerg Infect Dis. 2002 Dec;8(12):1480-5. doi: 10.3201/eid0812.010485.","Alexander B","Emerg Infect Dis","2002","2002/12/25","PMC2738513","","10.3201/eid0812.010485"
"12498666","Dengue hemorrhagic fever in infants: research opportunities ignored","Halstead SB, Lan NT, Myint TT, Shwe TN, Nisalak A, Kalyanarooj S, Nimmannitya S, Soegijanto S, Vaughn DW, Endy TP.","Emerg Infect Dis. 2002 Dec;8(12):1474-9. doi: 10.3201/eid0812.020170.","Halstead SB","Emerg Infect Dis","2002","2002/12/25","PMC2738509","","10.3201/eid0812.020170"
"12498660","Using automated health plan data to assess infection risk from coronary artery bypass surgery","Platt R, Kleinman K, Thompson K, Dokholyan RS, Livingston JM, Bergman A, Mason JH, Horan TC, Gaynes RP, Solomon SL, Sands KE.","Emerg Infect Dis. 2002 Dec;8(12):1433-41. doi: 10.3201/eid0812.020039.","Platt R","Emerg Infect Dis","2002","2002/12/25","PMC2737830","","10.3201/eid0812.020039"
"12498658","Co-feeding transmission and its contribution to the perpetuation of the lyme disease spirochete Borrelia afzelii","Richter D, Allgöwer R, Matuschka FR.","Emerg Infect Dis. 2002 Dec;8(12):1421-5. doi: 10.3201/eid0812.010519.","Richter D","Emerg Infect Dis","2002","2002/12/25","PMC2738522","","10.3201/eid0812.010519"
"12498656","Antimicrobial resistance of Escherichia coli O26, O103, O111, O128, and O145 from animals and humans","Schroeder CM, Meng J, Zhao S, DebRoy C, Torcolini J, Zhao C, McDermott PF, Wagner DD, Walker RD, White DG.","Emerg Infect Dis. 2002 Dec;8(12):1409-14. doi: 10.3201/eid0812.0200770.","Schroeder CM","Emerg Infect Dis","2002","2002/12/25","PMC3369591","","10.3201/eid0812.0200770"
"12498653","Efficacy of killed virus vaccine, live attenuated chimeric virus vaccine, and passive immunization for prevention of West Nile virus encephalitis in hamster model","Tesh RB, Arroyo J, Travassos Da Rosa AP, Guzman H, Xiao SY, Monath TP.","Emerg Infect Dis. 2002 Dec;8(12):1392-7. doi: 10.3201/eid0812.020229.","Tesh RB","Emerg Infect Dis","2002","2002/12/25","PMC2738528","","10.3201/eid0812.020229"
"12498649","First Isolation of West Nile virus from a patient with encephalitis in the United States","Huang C, Slater B, Rudd R, Parchuri N, Hull R, Dupuis M, Hindenburg A.","Emerg Infect Dis. 2002 Dec;8(12):1367-71. doi: 10.3201/eid0812.020532.","Huang C","Emerg Infect Dis","2002","2002/12/25","PMC2738499","","10.3201/eid0812.020532"
"12453370","Mycobacterium haemophilum: emerging or underdiagnosed in Brazil?","Sampaio JL, Alves VA, Leão SC, De Magalhães VD, Martino MD, Mendes CM, Misiara AC, Miyashiro K, Pasternak J, Rodrigues E, Rozenbaum R, Filho CA, Teixeira SR, Xavier AC, Figueiredo MS, Leite JP.","Emerg Infect Dis. 2002 Nov;8(11):1359-60. doi: 10.3201/eid0811.020492.","Sampaio JL","Emerg Infect Dis","2002","2002/11/28","PMC2738556","","10.3201/eid0811.020492"
"12453367","Genomewide pattern of synonymous nucleotide substitution in two complete genomes of Mycobacterium tuberculosis","Hughes AL, Friedman R, Murray M.","Emerg Infect Dis. 2002 Nov;8(11):1342-6. doi: 10.3201/eid0811.020064.","Hughes AL","Emerg Infect Dis","2002","2002/11/28","PMC2738538","","10.3201/eid0811.020064"
"12453366","Molecular analysis of sarcoidosis tissues for mycobacterium species DNA","Drake WP, Pei Z, Pride DT, Collins RD, Cover TL, Blaser MJ.","Emerg Infect Dis. 2002 Nov;8(11):1334-41. doi: 10.3201/eid0811.020318.","Drake WP","Emerg Infect Dis","2002","2002/11/28","PMC2738555","","10.3201/eid0811.020318"
"12453352","Mycobacterium tuberculosis transmission between cluster members with similar fingerprint patterns","Ijaz K, Yang Z, Matthews HS, Bates JH, Cave MD.","Emerg Infect Dis. 2002 Nov;8(11):1257-9. doi: 10.3201/eid0811.020284.","Ijaz K","Emerg Infect Dis","2002","2002/11/28","PMC2738543","","10.3201/eid0811.020284"
"12453347","Molecular epidemiology of multidrug-resistant tuberculosis, New York City, 1995-1997","Munsiff SS, Bassoff T, Nivin B, Li J, Sharma A, Bifani P, Mathema B, Driscoll J, Kreiswirth BN.","Emerg Infect Dis. 2002 Nov;8(11):1230-8. doi: 10.3201/eid0811.020288.","Munsiff SS","Emerg Infect Dis","2002","2002/11/28","PMC2737807","","10.3201/eid0811.020288"
"12453342","National Tuberculosis Genotyping and Surveillance Network: design and methods","Crawford JT, Braden CR, Schable BA, Onorato IM.","Emerg Infect Dis. 2002 Nov;8(11):1192-6. doi: 10.3201/eid0811.020296.","Crawford JT","Emerg Infect Dis","2002","2002/11/28","PMC2737808","","10.3201/eid0811.020296"
